"Country or Area","Year","Value","Value Footnotes","Value Footnotes" 
"Small states","2004","6071.63331002542","",""
"Small states","2003","5682.92557559082","",""
"Small states","2002","5371.27841201737","",""
"Small states","2001","5206.15283143601","",""
"Small states","2000","5016.47671665826","",""
"Small states","1999","4797.91152123159","",""
"Small states","1998","4815.03437967171","",""
"Small states","1997","4582.53685831591","",""
"Small states","1996","4398.64734122421","",""
"Small states","1995","4229.76450724978","",""
"Small states","1994","3987.04622913654","",""
"Small states","1993","3914.35639883455","",""
"Small states","1992","3751.98886510707","",""
"Small states","1991","3689.0644769893","",""
"Small states","1990","3501.64246561449","",""
"Small states","1989","3319.15992565418","",""
"Small states","1988","3075.22730473208","",""
"Small states","1987","2876.33245953442","",""
"Small states","1986","2854.37270481234","",""
"Small states","1985","2785.67121478048","",""
"Small states","1984","2799.12638941376","",""
"Small states","1983","2726.41649777309","",""
"Small states","1982","2705.2470110155","",""
"Small states","1981","2541.30181903399","",""
"Small states","1980","2246.61649171808","",""
"Solomon Islands","2011","2360","",""
"Solomon Islands","2010","2200","",""
"Solomon Islands","2009","2010","",""
"Solomon Islands","2008","2250","",""
"Solomon Islands","2007","2310","",""
"Solomon Islands","2006","2250","",""
"Solomon Islands","2005","2080","",""
"Solomon Islands","2004","1980","",""
"Solomon Islands","2003","1860","",""
"Solomon Islands","2002","1750","",""
"Solomon Islands","2001","1850","",""
"Solomon Islands","2000","2010","",""
"Solomon Islands","1999","2330","",""
"Solomon Islands","1998","2360","",""
"Solomon Islands","1997","2350","",""
"Solomon Islands","1996","1460","",""
"Solomon Islands","1995","1500","",""
"Solomon Islands","1994","1410","",""
"Solomon Islands","1993","1290","",""
"Solomon Islands","1992","1380","",""
"Solomon Islands","1991","1300","",""
"Solomon Islands","1990","1160","",""
"South Africa","2011","10790","",""
"South Africa","2010","10330","",""
"South Africa","2009","10040","",""
"South Africa","2008","10090","",""
"South Africa","2007","9620","",""
"South Africa","2006","9080","",""
"South Africa","2005","8420","",""
"South Africa","2004","7840","",""
"South Africa","2003","7320","",""
"South Africa","2002","7070","",""
"South Africa","2001","6760","",""
"South Africa","2000","6620","",""
"South Africa","1999","6370","",""
"South Africa","1998","6290","",""
"South Africa","1997","6330","",""
"South Africa","1996","6190","",""
"South Africa","1995","5980","",""
"South Africa","1994","5800","",""
"South Africa","1993","5610","",""
"South Africa","1992","5520","",""
"South Africa","1991","5620","",""
"South Africa","1990","5540","",""
"South Africa","1989","5480","",""
"South Africa","1988","5280","",""
"South Africa","1987","5000","",""
"South Africa","1986","4840","",""
"South Africa","1985","4860","",""
"South Africa","1984","4920","",""
"South Africa","1983","4630","",""
"South Africa","1982","4650","",""
"South Africa","1981","4500","",""
"South Africa","1980","4010","",""
"South Asia","2011","3319.10390490375","",""
"South Asia","2010","3077.60955850681","",""
"South Asia","2009","2845.71549025009","",""
"South Asia","2008","2653.49132398632","",""
"South Asia","2007","2541.65807776779","",""
"South Asia","2006","2291.33729611154","",""
"South Asia","2005","2071.82627555323","",""
"South Asia","2004","1872.4158676426","",""
"South Asia","2003","1720.64789364338","",""
"South Asia","2002","1589.6077459732","",""
"South Asia","2001","1525.40344614997","",""
"South Asia","2000","1450.23735661281","",""
"South Asia","1999","1390.41828854053","",""
"South Asia","1998","1297.44714228009","",""
"South Asia","1997","1235.02696388874","",""
"South Asia","1996","1189.73945942974","",""
"South Asia","1995","1115.33816062811","",""
"South Asia","1994","1038.01394961122","",""
"South Asia","1993","978.397425132027","",""
"South Asia","1992","935.648831090929","",""
"South Asia","1991","886.600848708374","",""
"South Asia","1990","863.707784451897","",""
"South Asia","1989","807.251189746627","",""
"South Asia","1988","755.537910145333","",""
"South Asia","1987","691.140389242314","",""
"South Asia","1986","656.941652108607","",""
"South Asia","1985","632.191038522004","",""
"South Asia","1984","596.540460439043","",""
"South Asia","1983","567.232662586025","",""
"South Asia","1982","521.449054513438","",""
"South Asia","1981","486.27497532581","",""
"South Asia","1980","428.787478058074","",""
"Spain","2011","31660","",""
"Spain","2010","31440","",""
"Spain","2009","31450","",""
"Spain","2008","32270","",""
"Spain","2007","31480","",""
"Spain","2006","29860","",""
"Spain","2005","27000","",""
"Spain","2004","25610","",""
"Spain","2003","24470","",""
"Spain","2002","23700","",""
"Spain","2001","22210","",""
"Spain","2000","21140","",""
"Spain","1999","19640","",""
"Spain","1998","18710","",""
"Spain","1997","17550","",""
"Spain","1996","16560","",""
"Spain","1995","15910","",""
"Spain","1994","15010","",""
"Spain","1993","14590","",""
"Spain","1992","14410","",""
"Spain","1991","14010","",""
"Spain","1990","13220","",""
"Spain","1989","12290","",""
"Spain","1988","11280","",""
"Spain","1987","10410","",""
"Spain","1986","9610","",""
"Spain","1985","9120","",""
"Spain","1984","8620","",""
"Spain","1983","8190","",""
"Spain","1982","7790","",""
"Spain","1981","7300","",""
"Spain","1980","6770","",""
"Sri Lanka","2011","5560","",""
"Sri Lanka","2010","5040","",""
"Sri Lanka","2009","4670","",""
"Sri Lanka","2008","4450","",""
"Sri Lanka","2007","4200","",""
"Sri Lanka","2006","3850","",""
"Sri Lanka","2005","3510","",""
"Sri Lanka","2004","3240","",""
"Sri Lanka","2003","3030","",""
"Sri Lanka","2002","2820","",""
"Sri Lanka","2001","2680","",""
"Sri Lanka","2000","2610","",""
"Sri Lanka","1999","2420","",""
"Sri Lanka","1998","2330","",""
"Sri Lanka","1997","2230","",""
"Sri Lanka","1996","2080","",""
"Sri Lanka","1995","1990","",""
"Sri Lanka","1994","1880","",""
"Sri Lanka","1993","1780","",""
"Sri Lanka","1992","1650","",""
"Sri Lanka","1991","1550","",""
"Sri Lanka","1990","1450","",""
"Sri Lanka","1989","1330","",""
"Sri Lanka","1988","1280","",""
"Sri Lanka","1987","1220","",""
"Sri Lanka","1986","1180","",""
"Sri Lanka","1985","1130","",""
"Sri Lanka","1984","1030","",""
"Sri Lanka","1983","980","",""
"Sri Lanka","1982","930","",""
"Sri Lanka","1981","850","",""
"Sri Lanka","1980","750","",""
"St. Kitts and Nevis","2011","14490","",""
"St. Kitts and Nevis","2010","14190","",""
"St. Kitts and Nevis","2009","14600","",""
"St. Kitts and Nevis","2008","15610","",""
"St. Kitts and Nevis","2007","14870","",""
"St. Kitts and Nevis","2006","15200","",""
"St. Kitts and Nevis","2005","13930","",""
"St. Kitts and Nevis","2004","12750","",""
"St. Kitts and Nevis","2003","11730","",""
"St. Kitts and Nevis","2002","11600","",""
"St. Kitts and Nevis","2001","11490","",""
"St. Kitts and Nevis","2000","11530","",""
"St. Kitts and Nevis","1999","11330","",""
"St. Kitts and Nevis","1998","11230","",""
"St. Kitts and Nevis","1997","10990","",""
"St. Kitts and Nevis","1996","9920","",""
"St. Kitts and Nevis","1995","9490","",""
"St. Kitts and Nevis","1994","8800","",""
"St. Kitts and Nevis","1993","8160","",""
"St. Kitts and Nevis","1992","7480","",""
"St. Kitts and Nevis","1991","7160","",""
"St. Kitts and Nevis","1990","6950","",""
"St. Kitts and Nevis","1989","6290","",""
"St. Kitts and Nevis","1988","5810","",""
"St. Kitts and Nevis","1987","5220","",""
"St. Kitts and Nevis","1986","4650","",""
"St. Kitts and Nevis","1985","4040","",""
"St. Kitts and Nevis","1984","3680","",""
"St. Kitts and Nevis","1983","3190","",""
"St. Kitts and Nevis","1982","3060","",""
"St. Kitts and Nevis","1981","2960","",""
"St. Kitts and Nevis","1980","2590","",""
"St. Lucia","2011","9080","",""
"St. Lucia","2010","8860","",""
"St. Lucia","2009","8390","",""
"St. Lucia","2008","9900","",""
"St. Lucia","2007","9300","",""
"St. Lucia","2006","9120","",""
"St. Lucia","2005","8200","",""
"St. Lucia","2004","7690","",""
"St. Lucia","2003","7290","",""
"St. Lucia","2002","7170","",""
"St. Lucia","2001","6780","",""
"St. Lucia","2000","7130","",""
"St. Lucia","1999","7090","",""
"St. Lucia","1998","6880","",""
"St. Lucia","1997","6510","",""
"St. Lucia","1996","6440","",""
"St. Lucia","1995","6030","",""
"St. Lucia","1994","5850","",""
"St. Lucia","1993","5730","",""
"St. Lucia","1992","5620","",""
"St. Lucia","1991","5120","",""
"St. Lucia","1990","4920","",""
"St. Lucia","1989","4030","",""
"St. Lucia","1988","3590","",""
"St. Lucia","1987","3210","",""
"St. Lucia","1986","3100","",""
"St. Lucia","1985","2690","",""
"St. Lucia","1984","2820","",""
"St. Lucia","1983","2260","",""
"St. Lucia","1982","2100","",""
"St. Lucia","1981","2250","",""
"St. Lucia","1980","2010","",""
"St. Vincent and the Grenadines","2011","10560","",""
"St. Vincent and the Grenadines","2010","10250","",""
"St. Vincent and the Grenadines","2009","10400","",""
"St. Vincent and the Grenadines","2008","10400","",""
"St. Vincent and the Grenadines","2007","10250","",""
"St. Vincent and the Grenadines","2006","9570","",""
"St. Vincent and the Grenadines","2005","8380","",""
"St. Vincent and the Grenadines","2004","7950","",""
"St. Vincent and the Grenadines","2003","7310","",""
"St. Vincent and the Grenadines","2002","7040","",""
"St. Vincent and the Grenadines","2001","6680","",""
"St. Vincent and the Grenadines","2000","6330","",""
"St. Vincent and the Grenadines","1999","6020","",""
"St. Vincent and the Grenadines","1998","5780","",""
"St. Vincent and the Grenadines","1997","5460","",""
"St. Vincent and the Grenadines","1996","4710","",""
"St. Vincent and the Grenadines","1995","4530","",""
"St. Vincent and the Grenadines","1994","4360","",""
"St. Vincent and the Grenadines","1993","4470","",""
"St. Vincent and the Grenadines","1992","4400","",""
"St. Vincent and the Grenadines","1991","3920","",""
"St. Vincent and the Grenadines","1990","3770","",""
"St. Vincent and the Grenadines","1989","3530","",""
"St. Vincent and the Grenadines","1988","3300","",""
"St. Vincent and the Grenadines","1987","2850","",""
"St. Vincent and the Grenadines","1986","2560","",""
"St. Vincent and the Grenadines","1985","2500","",""
"St. Vincent and the Grenadines","1984","2330","",""
"St. Vincent and the Grenadines","1983","2100","",""
"St. Vincent and the Grenadines","1982","1930","",""
"St. Vincent and the Grenadines","1981","1770","",""
"St. Vincent and the Grenadines","1980","1550","",""
"Sub-Saharan Africa (all income levels)","2011","2251.06212039322","",""
"Sub-Saharan Africa (all income levels)","2010","2146.33917213616","",""
"Sub-Saharan Africa (all income levels)","2009","2077.69938208539","",""
"Sub-Saharan Africa (all income levels)","2008","2034.77613273488","",""
"Sub-Saharan Africa (all income levels)","2007","1930.1827090446","",""
"Sub-Saharan Africa (all income levels)","2006","1814.34995786417","",""
"Sub-Saharan Africa (all income levels)","2005","1669.26578685044","",""
"Sub-Saharan Africa (all income levels)","2004","1560.18450726205","",""
"Sub-Saharan Africa (all income levels)","2003","1459.29490526716","",""
"Sub-Saharan Africa (all income levels)","2002","1399.12475027912","",""
"Sub-Saharan Africa (all income levels)","2001","1366.36057619734","",""
"Sub-Saharan Africa (all income levels)","2000","1311.30629699926","",""
"Sub-Saharan Africa (all income levels)","1999","1289.1353984543","",""
"Sub-Saharan Africa (all income levels)","1998","1267.50904011486","",""
"Sub-Saharan Africa (all income levels)","1997","1256.81377316878","",""
"Sub-Saharan Africa (all income levels)","1996","1214.12063021942","",""
"Sub-Saharan Africa (all income levels)","1995","1156.79847700115","",""
"Sub-Saharan Africa (all income levels)","1994","1105.10222348286","",""
"Sub-Saharan Africa (all income levels)","1993","1097.75562974806","",""
"Sub-Saharan Africa (all income levels)","1992","1095.18722377811","",""
"Sub-Saharan Africa (all income levels)","1991","1114.42879187282","",""
"Sub-Saharan Africa (all income levels)","1990","1092.33200572184","",""
"Sub-Saharan Africa (all income levels)","1989","1074.00382662277","",""
"Sub-Saharan Africa (all income levels)","1988","1041.37127979957","",""
"Sub-Saharan Africa (all income levels)","1987","984.793096720944","",""
"Sub-Saharan Africa (all income levels)","1986","962.689907545361","",""
"Sub-Saharan Africa (all income levels)","1985","954.795063714012","",""
"Sub-Saharan Africa (all income levels)","1984","936.834506689412","",""
"Sub-Saharan Africa (all income levels)","1983","913.669212966792","",""
"Sub-Saharan Africa (all income levels)","1982","901.193529895697","",""
"Sub-Saharan Africa (all income levels)","1981","865.928734106059","",""
"Sub-Saharan Africa (all income levels)","1980","801.644202571565","",""
"Sub-Saharan Africa (developing only)","2011","2232.62803619216","",""
"Sub-Saharan Africa (developing only)","2010","2129.70540723737","",""
"Sub-Saharan Africa (developing only)","2009","2057.72891957782","",""
"Sub-Saharan Africa (developing only)","2008","2019.01869044379","",""
"Sub-Saharan Africa (developing only)","2007","1918.30067864018","",""
"Sub-Saharan Africa (developing only)","2006","1804.5241588836","",""
"Sub-Saharan Africa (developing only)","2005","1660.27087059354","",""
"Sub-Saharan Africa (developing only)","2004","1553.32297331419","",""
"Sub-Saharan Africa (developing only)","2003","1454.19931965604","",""
"Sub-Saharan Africa (developing only)","2002","1393.90329130559","",""
"Sub-Saharan Africa (developing only)","2001","1362.53292750092","",""
"Sub-Saharan Africa (developing only)","2000","1308.02525155087","",""
"Sub-Saharan Africa (developing only)","1999","1287.56518212975","",""
"Sub-Saharan Africa (developing only)","1998","1265.05839738482","",""
"Sub-Saharan Africa (developing only)","1997","1255.10706411392","",""
"Sub-Saharan Africa (developing only)","1996","1213.57902904228","",""
"Sub-Saharan Africa (developing only)","1995","1156.31518049232","",""
"Sub-Saharan Africa (developing only)","1994","1104.75868471155","",""
"Sub-Saharan Africa (developing only)","1993","1097.36943239938","",""
"Sub-Saharan Africa (developing only)","1992","1094.88912614073","",""
"Sub-Saharan Africa (developing only)","1991","1114.27391751513","",""
"Sub-Saharan Africa (developing only)","1990","1092.14825291822","",""
"Sub-Saharan Africa (developing only)","1989","1073.85000602531","",""
"Sub-Saharan Africa (developing only)","1988","1041.17976689404","",""
"Sub-Saharan Africa (developing only)","1987","984.578840839991","",""
"Sub-Saharan Africa (developing only)","1986","962.499076908068","",""
"Sub-Saharan Africa (developing only)","1985","954.550734113505","",""
"Sub-Saharan Africa (developing only)","1984","936.572671119815","",""
"Sub-Saharan Africa (developing only)","1983","913.38501568102","",""
"Sub-Saharan Africa (developing only)","1982","900.882592769132","",""
"Sub-Saharan Africa (developing only)","1981","865.605937636277","",""
"Sub-Saharan Africa (developing only)","1980","801.333744905898","",""
"Sudan","2010","2020","",""
"Sudan","2009","2000","",""
"Sudan","2008","1950","",""
"Sudan","2007","1830","",""
"Sudan","2006","1690","",""
"Sudan","2005","1530","",""
"Sudan","2004","1390","",""
"Sudan","2003","1360","",""
"Sudan","2002","1260","",""
"Sudan","2001","1220","",""
"Sudan","2000","1130","",""
"Sudan","1999","1100","",""
"Sudan","1998","1090","",""
"Sudan","1997","1060","",""
"Sudan","1996","950","",""
"Sudan","1995","880","",""
"Sudan","1994","830","",""
"Sudan","1993","800","",""
"Sudan","1992","750","",""
"Sudan","1991","690","",""
"Sudan","1990","680","",""
"Sudan","1989","740","",""
"Sudan","1988","680","",""
"Sudan","1987","670","",""
"Sudan","1986","590","",""
"Sudan","1985","560","",""
"Sudan","1984","590","",""
"Sudan","1983","630","",""
"Sudan","1982","620","",""
"Sudan","1981","560","",""
"Sudan","1980","500","",""
"Suriname","2010","7710","",""
"Suriname","2009","7570","",""
"Suriname","2008","7370","",""
"Suriname","2007","6970","",""
"Suriname","2006","6370","",""
"Suriname","2005","5990","",""
"Suriname","2004","5500","",""
"Suriname","2003","5010","",""
"Suriname","2002","4670","",""
"Suriname","2001","4160","",""
"Suriname","2000","4400","",""
"Suriname","1999","3600","",""
"Suriname","1998","5140","",""
"Suriname","1997","4300","",""
"Suriname","1996","4110","",""
"Suriname","1995","4000","",""
"Suriname","1994","3880","",""
"Suriname","1992","3970","",""
"Suriname","1991","3920","",""
"Suriname","1990","3760","",""
"Suriname","1989","3770","",""
"Suriname","1988","3340","",""
"Suriname","1987","3050","",""
"Suriname","1986","3480","",""
"Suriname","1985","3430","",""
"Suriname","1984","3480","",""
"Suriname","1983","3570","",""
"Suriname","1982","3630","",""
"Suriname","1981","3520","",""
"Suriname","1980","3110","",""
"Swaziland","2011","5970","",""
"Swaziland","2010","5570","",""
"Swaziland","2009","5570","",""
"Swaziland","2008","5740","",""
"Swaziland","2007","5630","",""
"Swaziland","2006","5250","",""
"Swaziland","2005","5240","",""
"Swaziland","2004","4640","",""
"Swaziland","2003","4290","",""
"Swaziland","2002","4220","",""
"Swaziland","2001","4390","",""
"Swaziland","2000","4030","",""
"Swaziland","1999","4020","",""
"Swaziland","1998","3770","",""
"Swaziland","1997","3790","",""
"Swaziland","1996","3690","",""
"Swaziland","1995","3450","",""
"Swaziland","1994","3100","",""
"Swaziland","1993","3170","",""
"Swaziland","1992","3160","",""
"Swaziland","1991","3050","",""
"Swaziland","1990","2960","",""
"Sweden","2011","42200","",""
"Sweden","2010","40140","",""
"Sweden","2009","38040","",""
"Sweden","2008","41000","",""
"Sweden","2007","39350","",""
"Sweden","2006","36160","",""
"Sweden","2005","32940","",""
"Sweden","2004","32490","",""
"Sweden","2003","30790","",""
"Sweden","2002","29160","",""
"Sweden","2001","28020","",""
"Sweden","2000","27720","",""
"Sweden","1999","25740","",""
"Sweden","1998","24070","",""
"Sweden","1997","23000","",""
"Sweden","1996","22170","",""
"Sweden","1995","21370","",""
"Sweden","1994","20230","",""
"Sweden","1993","18890","",""
"Sweden","1992","19130","",""
"Sweden","1991","19270","",""
"Sweden","1990","19090","",""
"Sweden","1989","18450","",""
"Sweden","1988","17440","",""
"Sweden","1987","16520","",""
"Sweden","1986","15510","",""
"Sweden","1985","14700","",""
"Sweden","1984","13980","",""
"Sweden","1983","12930","",""
"Sweden","1982","12250","",""
"Sweden","1981","11560","",""
"Sweden","1980","10660","",""
"Switzerland","2011","52320","",""
"Switzerland","2010","49990","",""
"Switzerland","2009","46740","",""
"Switzerland","2008","42940","",""
"Switzerland","2007","43550","",""
"Switzerland","2006","42530","",""
"Switzerland","2005","39160","",""
"Switzerland","2004","37310","",""
"Switzerland","2003","36100","",""
"Switzerland","2002","34740","",""
"Switzerland","2001","33830","",""
"Switzerland","2000","34070","",""
"Switzerland","1999","32060","",""
"Switzerland","1998","31220","",""
"Switzerland","1997","30040","",""
"Switzerland","1996","28350","",""
"Switzerland","1995","27560","",""
"Switzerland","1994","26850","",""
"Switzerland","1993","26420","",""
"Switzerland","1992","26020","",""
"Switzerland","1991","25740","",""
"Switzerland","1990","25390","",""
"Switzerland","1989","24060","",""
"Switzerland","1988","22540","",""
"Switzerland","1987","21090","",""
"Switzerland","1986","20410","",""
"Switzerland","1985","19920","",""
"Switzerland","1984","18770","",""
"Switzerland","1983","17510","",""
"Switzerland","1982","16740","",""
"Switzerland","1981","16220","",""
"Switzerland","1980","14550","",""
"Syrian Arab Republic","2010","5090","",""
"Syrian Arab Republic","2009","5040","",""
"Syrian Arab Republic","2008","4790","",""
"Syrian Arab Republic","2007","4600","",""
"Syrian Arab Republic","2006","4270","",""
"Syrian Arab Republic","2005","4010","",""
"Syrian Arab Republic","2004","3750","",""
"Syrian Arab Republic","2003","3480","",""
"Syrian Arab Republic","2002","3480","",""
"Syrian Arab Republic","2001","3350","",""
"Syrian Arab Republic","2000","3180","",""
"Syrian Arab Republic","1999","3130","",""
"Syrian Arab Republic","1998","3300","",""
"Syrian Arab Republic","1997","3080","",""
"Syrian Arab Republic","1996","3190","",""
"Syrian Arab Republic","1995","3130","",""
"Syrian Arab Republic","1994","2970","",""
"Syrian Arab Republic","1993","2660","",""
"Syrian Arab Republic","1992","2540","",""
"Syrian Arab Republic","1991","2250","",""
"Syrian Arab Republic","1990","2080","",""
"Syrian Arab Republic","1989","1900","",""
"Syrian Arab Republic","1988","2140","",""
"Syrian Arab Republic","1987","1890","",""
"Syrian Arab Republic","1986","1920","",""
"Syrian Arab Republic","1985","2040","",""
"Syrian Arab Republic","1984","1930","",""
"Syrian Arab Republic","1983","2000","",""
"Syrian Arab Republic","1982","1970","",""
"Syrian Arab Republic","1981","1890","",""
"Syrian Arab Republic","1980","1640","",""
"Tajikistan","2011","2310","",""
"Tajikistan","2010","2120","",""
"Tajikistan","2009","2000","",""
"Tajikistan","2008","1930","",""
"Tajikistan","2007","1560","",""
"Tajikistan","2006","1250","",""
"Tajikistan","2005","1450","",""
"Tajikistan","2004","1280","",""
"Tajikistan","2003","1110","",""
"Tajikistan","2002","1010","",""
"Tajikistan","2001","910","",""
"Tajikistan","2000","820","",""
"Tajikistan","1999","760","",""
"Tajikistan","1998","740","",""
"Tajikistan","1997","700","",""
"Tajikistan","1996","650","",""
"Tajikistan","1995","810","",""
"Tajikistan","1994","930","",""
"Tajikistan","1993","1190","",""
"Tajikistan","1992","1430","",""
"Tajikistan","1991","2010","",""
"Tajikistan","1990","2140","",""
"Tajikistan","1989","2130","",""
"Tajikistan","1988","2260","",""
"Tajikistan","1987","1970","",""
"Tajikistan","1986","2010","",""
"Tajikistan","1985","1960","",""
"Tanzania","2011","1510","",""
"Tanzania","2010","1430","",""
"Tanzania","2009","1350","",""
"Tanzania","2008","1300","",""
"Tanzania","2007","1220","",""
"Tanzania","2006","1130","",""
"Tanzania","2005","1050","",""
"Tanzania","2004","990","",""
"Tanzania","2003","910","",""
"Tanzania","2002","860","",""
"Tanzania","2001","800","",""
"Tanzania","2000","760","",""
"Tanzania","1999","730","",""
"Tanzania","1998","700","",""
"Tanzania","1997","680","",""
"Tanzania","1996","670","",""
"Tanzania","1995","630","",""
"Tanzania","1994","610","",""
"Tanzania","1993","610","",""
"Tanzania","1992","600","",""
"Tanzania","1991","610","",""
"Tanzania","1990","590","",""
"Tanzania","1989","550","",""
"Tanzania","1988","530","",""
"Thailand","2011","8390","",""
"Thailand","2010","8150","",""
"Thailand","2009","7550","",""
"Thailand","2008","7720","",""
"Thailand","2007","7420","",""
"Thailand","2006","6890","",""
"Thailand","2005","6350","",""
"Thailand","2004","5960","",""
"Thailand","2003","5530","",""
"Thailand","2002","5140","",""
"Thailand","2001","4900","",""
"Thailand","2000","4800","",""
"Thailand","1999","4490","",""
"Thailand","1998","4250","",""
"Thailand","1997","4780","",""
"Thailand","1996","4830","",""
"Thailand","1995","4550","",""
"Thailand","1994","4110","",""
"Thailand","1993","3730","",""
"Thailand","1992","3370","",""
"Thailand","1991","3110","",""
"Thailand","1990","2810","",""
"Thailand","1989","2460","",""
"Thailand","1988","2150","",""
"Thailand","1987","1860","",""
"Thailand","1986","1680","",""
"Thailand","1985","1590","",""
"Thailand","1984","1510","",""
"Thailand","1983","1410","",""
"Thailand","1982","1300","",""
"Thailand","1981","1180","",""
"Thailand","1980","1050","",""
"Timor-Leste","2010","5210","",""
"Timor-Leste","2009","4410","",""
"Timor-Leste","2008","5980","",""
"Timor-Leste","2007","3960","",""
"Timor-Leste","2006","2780","",""
"Timor-Leste","2005","1830","",""
"Timor-Leste","2004","1320","",""
"Timor-Leste","2003","920","",""
"Timor-Leste","2002","940","",""
"Timor-Leste","2001","920","",""
"Timor-Leste","2000","1060","",""
"Timor-Leste","1999","900","",""
"Togo","2011","1030","",""
"Togo","2010","990","",""
"Togo","2009","960","",""
"Togo","2008","950","",""
"Togo","2007","920","",""
"Togo","2006","890","",""
"Togo","2005","840","",""
"Togo","2004","830","",""
"Togo","2003","810","",""
"Togo","2002","770","",""
"Togo","2001","780","",""
"Togo","2000","790","",""
"Togo","1999","810","",""
"Togo","1998","810","",""
"Togo","1997","840","",""
"Togo","1996","750","",""
"Togo","1995","680","",""
"Togo","1994","620","",""
"Togo","1993","560","",""
"Togo","1992","660","",""
"Togo","1991","690","",""
"Togo","1990","680","",""
"Togo","1989","670","",""
"Togo","1988","630","",""
"Togo","1987","590","",""
"Togo","1986","590","",""
"Togo","1985","580","",""
"Togo","1984","550","",""
"Togo","1983","520","",""
"Togo","1982","550","",""
"Togo","1981","560","",""
"Togo","1980","550","",""
"Tonga","2011","4690","",""
"Tonga","2010","4560","",""
"Tonga","2009","4590","",""
"Tonga","2008","4580","",""
"Tonga","2007","4400","",""
"Tonga","2006","4320","",""
"Tonga","2005","4140","",""
"Tonga","2004","4120","",""
"Tonga","2003","3980","",""
"Tonga","2002","3860","",""
"Tonga","2001","3630","",""
"Tonga","2000","3470","",""
"Tonga","1999","3370","",""
"Tonga","1998","3240","",""
"Tonga","1997","3070","",""
"Tonga","1996","3030","",""
"Tonga","1995","2970","",""
"Tonga","1994","2880","",""
"Tonga","1993","2590","",""
"Tonga","1992","2460","",""
"Tonga","1991","2420","",""
"Tonga","1990","2220","",""
"Tonga","1989","2220","",""
"Tonga","1988","2200","",""
"Tonga","1987","2110","",""
"Tonga","1986","2030","",""
"Tonga","1985","1920","",""
"Tonga","1984","1730","",""
"Tonga","1983","1630","",""
"Tonga","1982","1580","",""
"Tonga","1981","1440","",""
"Trinidad and Tobago","2011","24940","",""
"Trinidad and Tobago","2010","24400","",""
"Trinidad and Tobago","2009","24230","",""
"Trinidad and Tobago","2008","25380","",""
"Trinidad and Tobago","2007","23970","",""
"Trinidad and Tobago","2006","22170","",""
"Trinidad and Tobago","2005","19560","",""
"Trinidad and Tobago","2004","17850","",""
"Trinidad and Tobago","2003","15650","",""
"Trinidad and Tobago","2002","13540","",""
"Trinidad and Tobago","2001","12290","",""
"Trinidad and Tobago","2000","11390","",""
"Trinidad and Tobago","1999","10750","",""
"Trinidad and Tobago","1998","10220","",""
"Trinidad and Tobago","1997","9300","",""
"Trinidad and Tobago","1996","8710","",""
"Trinidad and Tobago","1995","8300","",""
"Trinidad and Tobago","1994","7890","",""
"Trinidad and Tobago","1993","7620","",""
"Trinidad and Tobago","1992","7550","",""
"Trinidad and Tobago","1991","7570","",""
"Trinidad and Tobago","1990","7210","",""
"Trinidad and Tobago","1989","6820","",""
"Trinidad and Tobago","1988","6810","",""
"Trinidad and Tobago","1987","6950","",""
"Trinidad and Tobago","1986","7170","",""
"Trinidad and Tobago","1985","7370","",""
"Trinidad and Tobago","1984","7610","",""
"Trinidad and Tobago","1983","8120","",""
"Trinidad and Tobago","1982","8830","",""
"Trinidad and Tobago","1981","7980","",""
"Trinidad and Tobago","1980","6940","",""
"Tunisia","2011","9090","",""
"Tunisia","2010","8960","",""
"Tunisia","2009","8690","",""
"Tunisia","2008","8390","",""
"Tunisia","2007","7960","",""
"Tunisia","2006","7400","",""
"Tunisia","2005","6820","",""
"Tunisia","2004","6480","",""
"Tunisia","2003","6020","",""
"Tunisia","2002","5600","",""
"Tunisia","2001","5480","",""
"Tunisia","2000","5150","",""
"Tunisia","1999","4920","",""
"Tunisia","1998","4630","",""
"Tunisia","1997","4390","",""
"Tunisia","1996","4100","",""
"Tunisia","1995","3830","",""
"Tunisia","1994","3680","",""
"Tunisia","1993","3540","",""
"Tunisia","1992","3520","",""
"Tunisia","1991","3270","",""
"Tunisia","1990","3140","",""
"Tunisia","1989","2830","",""
"Tunisia","1988","2710","",""
"Tunisia","1987","2670","",""
"Tunisia","1986","2500","",""
"Tunisia","1985","2580","",""
"Tunisia","1984","2470","",""
"Tunisia","1983","2290","",""
"Tunisia","1982","2150","",""
"Tunisia","1981","2090","",""
"Tunisia","1980","1870","",""
"Turkey","2011","17340","",""
"Turkey","2010","15470","",""
"Turkey","2009","14260","",""
"Turkey","2008","14880","",""
"Turkey","2007","13790","",""
"Turkey","2006","12800","",""
"Turkey","2005","11320","",""
"Turkey","2004","10090","",""
"Turkey","2003","8700","",""
"Turkey","2002","8570","",""
"Turkey","2001","8470","",""
"Turkey","2000","9120","",""
"Turkey","1999","8140","",""
"Turkey","1998","8580","",""
"Turkey","1997","6160","",""
"Turkey","1996","5700","",""
"Turkey","1995","5280","",""
"Turkey","1994","4880","",""
"Turkey","1993","5190","",""
"Turkey","1992","4770","",""
"Turkey","1991","4470","",""
"Turkey","1990","4360","",""
"Turkey","1989","3890","",""
"Turkey","1988","3780","",""
"Turkey","1987","3650","",""
"Turkey","1986","3300","",""
"Turkey","1985","3080","",""
"Turkey","1984","2930","",""
